user_id,age,gender,occupation,zip_code,movie_id,title,user_id,movie_id_[0],rating,timestamp
271,430,5,librarian,97403,13,"Mighty Aphrodite (1995)",271,13,4,885847714
244,30,M,administrator,17870,13,"Mighty Aphrodite (1995)",244,13,4,880604379
279,1312,F,other,06260,13,"Mighty Aphrodite (1995)",279,13,3,875249210
219,32,M,other,55116,13,"Mighty Aphrodite (1995)",219,13,1,889452455
243,16,M,doctor,53211,13,"Mighty Aphrodite (1995)",243,13,4,879987362
249,28,M,engineer,22932,13,"Mighty Aphrodite (1995)",249,13,4,879640396
336,153,5,student,55414,13,"Mighty Aphrodite (1995)",336,13,3,877756890
184,15,F,student,25652,13,"Mighty Aphrodite (1995)",184,13,3,889907839
2,19,M,lawyer,22202,13,"Mighty Aphrodite (1995)",2,13,4,888551922
63,306,3,875746948,98101,13,"Mighty Aphrodite (1995)",63,13,4,875747439
270,36,F,marketing,07039,13,"Mighty Aphrodite (1995)",270,13,4,876954192
176,236,4,886048145,53713,13,"Mighty Aphrodite (1995)",176,13,4,886047994
306,26,M,other,49512,13,"Mighty Aphrodite (1995)",306,13,4,876504442
25,114,M,executive,66315,13,"Mighty Aphrodite (1995)",25,13,4,885852381
365,742,3,891304039,29210,13,"Mighty Aphrodite (1995)",365,13,3,891303950
381,100,4,administrator,02154,13,"Mighty Aphrodite (1995)",381,13,4,892696445
214,45,M,administrator,12550,13,"Mighty Aphrodite (1995)",214,13,3,891543271
60,606,4,883327201,49705,13,"Mighty Aphrodite (1995)",60,13,4,883327539
79,53,F,other,94043,13,"Mighty Aphrodite (1995)",79,13,3,891271676
299,86,4,student,77005,13,"Mighty Aphrodite (1995)",299,13,4,877877965
10,483,5,877889333,97301,13,"Mighty Aphrodite (1995)",10,13,3,877892050
18,18,M,student,97520,13,"Mighty Aphrodite (1995)",18,13,5,880131497
174,56,M,programmer,55337,13,"Mighty Aphrodite (1995)",174,13,3,891551777
345,325,1,engineer,03052,13,"Mighty Aphrodite (1995)",345,13,4,884991220
43,40,F,librarian,02143,14,"Postino, Il (1994)",43,14,2,883955745
299,86,4,student,77005,14,"Postino, Il (1994)",299,14,4,877877775
6,189,M,student,27510,14,"Postino, Il (1994)",6,14,5,883599249
181,1375,M,student,49931,14,"Postino, Il (1994)",181,14,1,878962392
121,508,4,891388333,55105,14,"Postino, Il (1994)",121,14,5,891390014
306,26,M,other,49512,14,"Postino, Il (1994)",306,14,5,876503995
82,405,3,876311423,08043,14,"Postino, Il (1994)",82,14,4,876311280
13,783,3,886304188,V3N4P,14,"Postino, Il (1994)",13,14,4,884538727
207,875,M,administrator,97212,14,"Postino, Il (1994)",207,14,4,875504876
195,271,4,879488450,98034,14,"Postino, Il (1994)",195,14,4,890985390
305,29,M,engineer,03261,14,"Postino, Il (1994)",305,14,4,886322893
184,15,F,student,25652,14,"Postino, Il (1994)",184,14,4,889907738
136,515,M,other,02110,14,"Postino, Il (1994)",136,14,5,882693338
161,187,3,891170998,92093,14,"Postino, Il (1994)",161,14,4,891171413
234,403,1,892335674,93550,14,"Postino, Il (1994)",234,14,3,891227730
327,425,F,librarian,59717,14,"Postino, Il (1994)",327,14,4,887744167
59,203,M,engineer,01810,14,"Postino, Il (1994)",59,14,5,888203234
18,18,M,student,97520,14,"Postino, Il (1994)",18,14,5,880130431
95,1018,M,programmer,30220,14,"Postino, Il (1994)",95,14,5,879197329
226,40,F,librarian,30030,14,"Postino, Il (1994)",226,14,5,883889691
1,190,F,other,37212,14,"Postino, Il (1994)",1,14,5,874965706
296,268,F,none,39042,14,"Postino, Il (1994)",296,14,4,884196665
90,483,5,891384570,95161,14,"Postino, Il (1994)",90,14,5,891383987
128,284,M,educator,91903,14,"Postino, Il (1994)",128,14,5,879967341
174,56,M,programmer,55337,14,"Postino, Il (1994)",174,14,5,886433771
361,197,5,879440739,01913,14,"Postino, Il (1994)",361,14,4,879440651
276,576,3,874792547,21218,14,"Postino, Il (1994)",276,14,4,890979947
406,25,M,writer,40206,14,"Postino, Il (1994)",406,14,4,879539855
376,98,5,student,02125,14,"Postino, Il (1994)",376,14,4,879454914
383,9,5,891192801,02139,14,"Postino, Il (1994)",383,14,5,891192836
232,31,F,educator,68767,14,"Postino, Il (1994)",232,14,4,880062574
89,47,M,administrator,89503,14,"Postino, Il (1994)",89,14,4,879441357
437,1262,3,881002091,92037,14,"Postino, Il (1994)",437,14,5,880140369
243,16,M,doctor,53211,15,"Mr. Holland's Opus (1995)",243,15,3,879987440
145,477,M,entertainment,94533,15,"Mr. Holland's Opus (1995)",145,15,2,875270655
128,284,M,educator,91903,15,"Mr. Holland's Opus (1995)",128,15,4,879968827
291,384,4,875086562,63645,15,"Mr. Holland's Opus (1995)",291,15,5,874833668
44,229,3,student,83702,15,"Mr. Holland's Opus (1995)",44,15,4,878341343
117,27,M,student,53706,15,"Mr. Holland's Opus (1995)",117,15,5,880125887
92,248,4,886442565,E2A4H,15,"Mr. Holland's Opus (1995)",92,15,3,875640189
151,484,4,student,01002,15,"Mr. Holland's Opus (1995)",151,15,4,879524879
93,44,M,scientist,53711,15,"Mr. Holland's Opus (1995)",93,15,5,888705388
305,29,M,engineer,03261,15,"Mr. Holland's Opus (1995)",305,15,1,886322796
26,240,M,administrator,05201,15,"Mr. Holland's Opus (1995)",26,15,4,891386369
82,405,3,876311423,08043,15,"Mr. Holland's Opus (1995)",82,15,3,876311365
43,40,F,librarian,02143,15,"Mr. Holland's Opus (1995)",43,15,5,875975546
95,1018,M,programmer,30220,15,"Mr. Holland's Opus (1995)",95,15,4,879195062
262,393,2,879794140,15235,15,"Mr. Holland's Opus (1995)",262,15,3,879962366
74,121,4,writer,52245,15,"Mr. Holland's Opus (1995)",74,15,4,888333542
269,194,5,891448951,21218,15,"Mr. Holland's Opus (1995)",269,15,2,891446348
106,196,5,881450578,95628,15,"Mr. Holland's Opus (1995)",106,15,3,883876518
184,15,F,student,25652,15,"Mr. Holland's Opus (1995)",184,15,3,889907812
198,228,M,educator,29206,15,"Mr. Holland's Opus (1995)",198,15,3,884205185
365,742,3,891304039,29210,15,"Mr. Holland's Opus (1995)",365,15,3,891304152
236,195,2,890118507,55428,15,"Mr. Holland's Opus (1995)",236,15,5,890116628
6,189,M,student,27510,15,"Mr. Holland's Opus (1995)",6,15,3,883599302
296,268,F,none,39042,15,"Mr. Holland's Opus (1995)",296,15,3,884196712
200,31,F,educator,43512,15,"Mr. Holland's Opus (1995)",200,15,4,884127745
254,443,3,librarian,78205,15,"Mr. Holland's Opus (1995)",254,15,3,886471307
271,430,5,librarian,97403,15,"Mr. Holland's Opus (1995)",271,15,3,885847876
45,1060,M,administrator,M7A1A,15,"Mr. Holland's Opus (1995)",45,15,4,881012184
303,541,3,879543988,55106,15,"Mr. Holland's Opus (1995)",303,15,3,879467607
393,303,4,artist,94533,15,"Mr. Holland's Opus (1995)",393,15,3,887744266
277,57,M,engineer,70808,15,"Mr. Holland's Opus (1995)",277,15,4,879544145
189,29,F,librarian,22903,15,"Mr. Holland's Opus (1995)",189,15,2,893264335
216,150,5,880232812,42459,15,"Mr. Holland's Opus (1995)",216,15,3,881428365
311,642,4,884365823,11217,15,"Mr. Holland's Opus (1995)",311,15,5,884963136
323,17,F,student,61073,15,"Mr. Holland's Opus (1995)",323,15,3,878739393
137,266,5,student,71457,15,"Mr. Holland's Opus (1995)",137,15,4,881432965
373,651,4,student,53703,15,"Mr. Holland's Opus (1995)",373,15,4,877098568
391,204,3,877399658,94702,15,"Mr. Holland's Opus (1995)",391,15,4,877399805
398,38,F,programmer,55105,15,"Mr. Holland's Opus (1995)",398,15,5,875651828
178,696,4,882824869,20685,15,"Mr. Holland's Opus (1995)",178,15,5,882823858
222,81,1,878183565,30329,15,"Mr. Holland's Opus (1995)",222,15,3,877563437
318,138,M,programmer,10021,15,"Mr. Holland's Opus (1995)",318,15,5,884470944
348,1028,M,writer,32067,15,"Mr. Holland's Opus (1995)",348,15,4,886523330
345,325,1,engineer,03052,15,"Mr. Holland's Opus (1995)",345,15,4,884991220
234,403,1,892335674,93550,15,"Mr. Holland's Opus (1995)",234,15,3,892079538
185,38,F,entertainment,90814,15,"Mr. Holland's Opus (1995)",185,15,3,883525255
10,483,5,877889333,97301,16,"French Twist (Gazon maudit) (1995)",10,16,4,877888877
181,1375,M,student,49931,16,"French Twist (Gazon maudit) (1995)",181,16,1,878962996
268,23,M,student,55105,16,"French Twist (Gazon maudit) (1995)",268,16,3,875306691
293,280,2,888905198,80525,16,"French Twist (Gazon maudit) (1995)",293,16,2,888907499
402,235,M,programmer,08610,16,"French Twist (Gazon maudit) (1995)",402,16,3,876267096
189,29,F,librarian,22903,16,"French Twist (Gazon maudit) (1995)",189,16,3,893264335
5,31,M,marketing,75240,17,"From Dusk Till Dawn (1996)",5,17,4,875636198
244,30,M,administrator,17870,17,"From Dusk Till Dawn (1996)",244,17,2,880607205
267,20,M,student,87501,17,"From Dusk Till Dawn (1996)",267,17,4,878971773
1,190,F,other,37212,17,"From Dusk Till Dawn (1996)",1,17,3,875073198
49,30,M,engineer,95129,17,"From Dusk Till Dawn (1996)",49,17,2,888068651
315,194,4,librarian,01970,17,"From Dusk Till Dawn (1996)",315,17,1,879821003
291,384,4,875086562,63645,17,"From Dusk Till Dawn (1996)",291,17,4,874834850
221,24,5,875244352,55108,17,"From Dusk Till Dawn (1996)",221,17,4,875245406
246,55,4,student,71701,17,"From Dusk Till Dawn (1996)",246,17,2,884922658
346,455,3,874948889,84010,17,"From Dusk Till Dawn (1996)",346,17,1,874950839
270,36,F,marketing,07039,17,"From Dusk Till Dawn (1996)",270,17,2,876956064
268,23,M,student,55105,17,"From Dusk Till Dawn (1996)",268,17,3,875743588
367,452,M,student,55454,17,"From Dusk Till Dawn (1996)",367,17,5,876689991
299,86,4,student,77005,17,"From Dusk Till Dawn (1996)",299,17,1,889503374
43,40,F,librarian,02143,17,"From Dusk Till Dawn (1996)",43,17,3,883956417
64,175,5,889739415,63129,17,"From Dusk Till Dawn (1996)",64,17,3,889739733
90,483,5,891384570,95161,17,"From Dusk Till Dawn (1996)",90,17,4,891384721
118,421,M,educator,14534,17,"From Dusk Till Dawn (1996)",118,17,3,875385257
15,933,1,technician,43537,18,"White Balloon, The (1995)",15,18,1,879455681
59,203,M,engineer,01810,18,"White Balloon, The (1995)",59,18,4,888203313
6,189,M,student,27510,19,"Antonia's Line (1995)",6,19,4,883602965
136,515,M,other,02110,19,"Antonia's Line (1995)",136,19,4,882693529
144,297,4,888104150,18301,19,"Antonia's Line (1995)",144,19,4,888103929
227,25,M,none,60115,19,"Antonia's Line (1995)",227,19,4,879035431
18,18,M,student,97520,19,"Antonia's Line (1995)",18,19,3,880130582
420,17,M,student,27514,19,"Antonia's Line (1995)",420,19,3,891356927
383,9,5,891192801,02139,19,"Antonia's Line (1995)",383,19,4,891192911
115,9,5,other,98027,20,"Angels and Insects (1995)",115,20,3,881171009
296,268,F,none,39042,20,"Angels and Insects (1995)",296,20,5,884196921
1,190,F,other,37212,20,"Angels and Insects (1995)",1,20,4,887431883
189,29,F,librarian,22903,20,"Angels and Insects (1995)",189,20,5,893264466
224,1045,2,888082766,77840,20,"Angels and Insects (1995)",224,20,1,888104487
234,403,1,892335674,93550,20,"Angels and Insects (1995)",234,20,4,891227979
63,306,3,875746948,98101,20,"Angels and Insects (1995)",63,20,3,875748004
297,30,F,administrator,17345,20,"Angels and Insects (1995)",297,20,4,874954763
181,1375,M,student,49931,20,"Angels and Insects (1995)",181,20,1,878962919
15,933,1,technician,43537,20,"Angels and Insects (1995)",15,20,3,879455541
343,499,5,scientist,55106,20,"Angels and Insects (1995)",343,20,5,876408138
244,30,M,administrator,17870,20,"Angels and Insects (1995)",244,20,4,880604758
286,824,1,876522200,02136,20,"Angels and Insects (1995)",286,20,4,876521858
58,216,3,librarian,02138,20,"Angels and Insects (1995)",58,20,1,884304538
201,43,F,administrator,16803,20,"Angels and Insects (1995)",201,20,2,884140275
373,651,4,student,53703,20,"Angels and Insects (1995)",373,20,2,877098751
62,19,M,student,44106,20,"Angels and Insects (1995)",62,20,4,879372696
62,19,M,student,44106,21,"Muppet Treasure Island (1996)",62,21,3,879373460
268,23,M,student,55105,21,"Muppet Treasure Island (1996)",268,21,3,875742822
307,39,M,educator,61820,21,"Muppet Treasure Island (1996)",307,21,4,876433101
290,210,5,880474716,60187,21,"Muppet Treasure Island (1996)",290,21,3,880475695
160,7,F,administrator,58202,21,"Muppet Treasure Island (1996)",160,21,1,876769480
181,1375,M,student,49931,21,"Muppet Treasure Island (1996)",181,21,1,878963381
189,29,F,librarian,22903,21,"Muppet Treasure Island (1996)",189,21,2,893264619
13,783,3,886304188,V3N4P,21,"Muppet Treasure Island (1996)",13,21,3,882399040
108,14,5,879879720,91351,21,"Muppet Treasure Island (1996)",108,21,3,879880141
60,606,4,883327201,49705,21,"Muppet Treasure Island (1996)",60,21,3,883327923
174,56,M,programmer,55337,21,"Muppet Treasure Island (1996)",174,21,1,886515209
234,403,1,892335674,93550,21,"Muppet Treasure Island (1996)",234,21,3,892335042
45,1060,M,administrator,M7A1A,21,"Muppet Treasure Island (1996)",45,21,3,881014193
269,194,5,891448951,21218,22,"Braveheart (1995)",269,22,1,891448072
90,483,5,891384570,95161,22,"Braveheart (1995)",90,22,4,891384357
222,81,1,878183565,30329,22,"Braveheart (1995)",222,22,5,878183285
313,33,F,educator,68767,22,"Braveheart (1995)",313,22,3,891014870
145,477,M,entertainment,94533,22,"Braveheart (1995)",145,22,5,875273021
326,26,M,administrator,61801,22,"Braveheart (1995)",326,22,4,879874989
217,391,4,889070287,62901,22,"Braveheart (1995)",217,22,5,889069741
271,430,5,librarian,97403,22,"Braveheart (1995)",271,22,5,885848518
7,555,4,892134811,90703,22,"Braveheart (1995)",7,22,5,891351121
224,1045,2,888082766,77840,22,"Braveheart (1995)",224,22,5,888103581
215,357,4,891435573,33319,22,"Braveheart (1995)",215,22,3,891435161
311,642,4,884365823,11217,22,"Braveheart (1995)",311,22,4,884364538
297,30,F,administrator,17345,22,"Braveheart (1995)",297,22,4,875238984
249,28,M,engineer,22932,22,"Braveheart (1995)",249,22,5,879572926
307,39,M,educator,61820,22,"Braveheart (1995)",307,22,3,879205470
125,384,3,892838591,29379,22,"Braveheart (1995)",125,22,5,892836395
10,483,5,877889333,97301,22,"Braveheart (1995)",10,22,5,877888812
16,482,5,877718872,80123,22,"Braveheart (1995)",16,22,5,877721071
347,28,F,other,06405,22,"Braveheart (1995)",347,22,5,881654005
110,13,M,other,48118,22,"Braveheart (1995)",110,22,4,886987826
235,24,M,marketing,92629,22,"Braveheart (1995)",235,22,4,889655044
276,576,3,874792547,21218,22,"Braveheart (1995)",276,22,5,874787496
83,471,3,891182000,61755,22,"Braveheart (1995)",83,22,5,880307724
144,297,4,888104150,18301,22,"Braveheart (1995)",144,22,5,888105439
232,31,F,educator,68767,22,"Braveheart (1995)",232,22,3,888549988
323,17,F,student,61073,22,"Braveheart (1995)",323,22,5,878739743
130,30,M,programmer,06355,22,"Braveheart (1995)",130,22,5,875217265
244,30,M,administrator,17870,22,"Braveheart (1995)",244,22,4,880605665
153,510,3,881371198,97365,22,"Braveheart (1995)",153,22,2,881371140
178,696,4,882824869,20685,22,"Braveheart (1995)",178,22,5,882826187
262,393,2,879794140,15235,22,"Braveheart (1995)",262,22,4,879792452
278,294,4,librarian,51157,22,"Braveheart (1995)",278,22,5,891295360
267,20,M,student,87501,22,"Braveheart (1995)",267,22,4,878971816
328,690,3,healthcare,80123,22,"Braveheart (1995)",328,22,5,885045805
296,268,F,none,39042,22,"Braveheart (1995)",296,22,4,884197068
223,432,2,885852443,47906,22,"Braveheart (1995)",223,22,5,891550649
214,45,M,administrator,12550,22,"Braveheart (1995)",214,22,3,891544200
184,15,F,student,25652,22,"Braveheart (1995)",184,22,3,889908985
290,210,5,880474716,60187,22,"Braveheart (1995)",290,22,5,880473942
106,196,5,881450578,95628,22,"Braveheart (1995)",106,22,4,881449830
380,55,M,technician,75094,22,"Braveheart (1995)",380,22,4,885478334
332,43,F,writer,53711,22,"Braveheart (1995)",332,22,5,887938934
334,870,M,writer,55369,22,"Braveheart (1995)",334,22,4,891545821
118,421,M,educator,14534,22,"Braveheart (1995)",118,22,5,875385136
399,763,M,engineer,17110,22,"Braveheart (1995)",399,22,3,882342834
177,470,M,retired,61455,22,"Braveheart (1995)",177,22,4,880130847
156,11,2,888185906,79070,22,"Braveheart (1995)",156,22,3,888186093
11,726,3,other,53705,22,"Braveheart (1995)",11,22,4,891904241
152,483,M,programmer,53066,22,"Braveheart (1995)",152,22,5,882828490
409,479,5,scientist,21911,22,"Braveheart (1995)",409,22,2,881108077
38,550,2,student,02176,22,"Braveheart (1995)",38,22,5,892429347
135,265,3,librarian,30033,23,"Taxi Driver (1976)",135,23,4,879857765
59,203,M,engineer,01810,23,"Taxi Driver (1976)",59,23,5,888205300
185,38,F,entertainment,90814,23,"Taxi Driver (1976)",185,23,4,883524249
194,23,F,educator,20784,23,"Taxi Driver (1976)",194,23,4,879522819
6,189,M,student,27510,23,"Taxi Driver (1976)",6,23,4,883601365
249,28,M,engineer,22932,23,"Taxi Driver (1976)",249,23,4,879572432
201,43,F,administrator,16803,23,"Taxi Driver (1976)",201,23,4,884111830
198,228,M,educator,29206,23,"Taxi Driver (1976)",198,23,4,884208491
293,280,2,888905198,80525,23,"Taxi Driver (1976)",293,23,4,888905865
118,421,M,educator,14534,23,"Taxi Driver (1976)",118,23,5,875384979
339,182,M,librarian,12180,23,"Taxi Driver (1976)",339,23,5,891033481
392,1142,5,891038184,46005,23,"Taxi Driver (1976)",392,23,5,891038466
250,69,5,878092059,30040,23,"Taxi Driver (1976)",250,23,4,878090499
214,45,M,administrator,12550,23,"Taxi Driver (1976)",214,23,5,892668130
76,32,M,entertainment,80525,23,"Taxi Driver (1976)",76,23,5,875027355
1,190,F,other,37212,23,"Taxi Driver (1976)",1,23,4,875072895
160,7,F,administrator,58202,23,"Taxi Driver (1976)",160,23,5,876859778
94,55,4,student,78264,24,"Rumble in the Bronx (1995)",94,24,4,885873423
158,435,M,engineer,97006,24,"Rumble in the Bronx (1995)",158,24,4,880134261
103,234,3,880420353,94306,24,"Rumble in the Bronx (1995)",103,24,4,880415847
200,31,F,educator,43512,24,"Rumble in the Bronx (1995)",200,24,2,884127370
92,248,4,886442565,E2A4H,24,"Rumble in the Bronx (1995)",92,24,3,875640448
62,19,M,student,44106,24,"Rumble in the Bronx (1995)",62,24,4,879372633
5,31,M,marketing,75240,24,"Rumble in the Bronx (1995)",5,24,4,879198229
198,228,M,educator,29206,24,"Rumble in the Bronx (1995)",198,24,2,884205385
299,86,4,student,77005,24,"Rumble in the Bronx (1995)",299,24,3,877877732
277,57,M,engineer,70808,24,"Rumble in the Bronx (1995)",277,24,4,879543931
294,902,4,891404417,55107,24,"Rumble in the Bronx (1995)",294,24,4,877819761
95,1018,M,programmer,30220,24,"Rumble in the Bronx (1995)",95,24,3,879192542
283,209,4,879298271,85711,24,"Rumble in the Bronx (1995)",283,24,4,879297867
279,1312,F,other,06260,24,"Rumble in the Bronx (1995)",279,24,5,875295591
267,20,M,student,87501,24,"Rumble in the Bronx (1995)",267,24,5,878972682
303,541,3,879543988,55106,24,"Rumble in the Bronx (1995)",303,24,3,879468047
119,40,F,writer,81648,24,"Rumble in the Bronx (1995)",119,24,4,886177076
203,26,M,executive,84601,24,"Rumble in the Bronx (1995)",203,24,4,880434359
249,28,M,engineer,22932,24,"Rumble in the Bronx (1995)",249,24,4,879640306
160,7,F,administrator,58202,24,"Rumble in the Bronx (1995)",160,24,5,876769689
226,40,F,librarian,30030,24,"Rumble in the Bronx (1995)",226,24,4,883889479
314,1032,4,877891603,83814,24,"Rumble in the Bronx (1995)",314,24,1,877886221
296,268,F,none,39042,24,"Rumble in the Bronx (1995)",296,24,2,884196605
297,30,F,administrator,17345,24,"Rumble in the Bronx (1995)",297,24,4,874954260
307,39,M,educator,61820,24,"Rumble in the Bronx (1995)",307,24,4,876176161
1,190,F,other,37212,24,"Rumble in the Bronx (1995)",1,24,3,875071713
359,23,M,entertainment,07029,24,"Rumble in the Bronx (1995)",359,24,3,886453354
13,783,3,886304188,V3N4P,24,"Rumble in the Bronx (1995)",13,24,1,882397741
45,1060,M,administrator,M7A1A,25,"Birdcage, The (1996)",45,25,4,881014015
157,27,F,other,48103,25,"Birdcage, The (1996)",157,25,3,886890787
90,483,5,891384570,95161,25,"Birdcage, The (1996)",90,25,5,891384789
15,933,1,technician,43537,25,"Birdcage, The (1996)",15,25,3,879456204
270,36,F,marketing,07039,25,"Birdcage, The (1996)",270,25,5,876954456
85,451,4,882995934,92688,25,"Birdcage, The (1996)",85,25,2,879452769
297,30,F,administrator,17345,25,"Birdcage, The (1996)",297,25,4,874954497
207,875,M,administrator,97212,25,"Birdcage, The (1996)",207,25,4,876079113
25,114,M,executive,66315,25,"Birdcage, The (1996)",25,25,5,885853415
256,368,F,other,54467,25,"Birdcage, The (1996)",256,25,5,882150552
26,240,M,administrator,05201,25,"Birdcage, The (1996)",26,25,3,891373727
222,81,1,878183565,30329,25,"Birdcage, The (1996)",222,25,3,877563437
151,484,4,student,01002,25,"Birdcage, The (1996)",151,25,4,879528496
274,56,M,other,22306,25,"Birdcage, The (1996)",274,25,5,878945541
152,483,M,programmer,53066,25,"Birdcage, The (1996)",152,25,3,880149045
301,2,F,educator,85710,25,"Birdcage, The (1996)",301,25,3,882075110
145,477,M,entertainment,94533,25,"Birdcage, The (1996)",145,25,2,875270655
213,841,4,878871010,00000,25,"Birdcage, The (1996)",213,25,4,878870750
18,18,M,student,97520,25,"Birdcage, The (1996)",18,25,3,880131591
13,783,3,886304188,V3N4P,25,"Birdcage, The (1996)",13,25,1,882141686
42,118,4,881105505,22903,25,"Birdcage, The (1996)",42,25,3,881110670
342,1073,1,healthcare,06472,25,"Birdcage, The (1996)",342,25,2,875318328
59,203,M,engineer,01810,25,"Birdcage, The (1996)",59,25,4,888203270
200,31,F,educator,43512,25,"Birdcage, The (1996)",200,25,4,876042234
295,1039,4,879517742,55414,25,"Birdcage, The (1996)",295,25,5,879518042
24,9,5,875323745,60476,25,"Birdcage, The (1996)",24,25,4,875246258
82,405,3,876311423,08043,25,"Birdcage, The (1996)",82,25,2,878768435
344,1165,1,886381986,30068,25,"Birdcage, The (1996)",344,25,4,884814480
271,430,5,librarian,97403,25,"Birdcage, The (1996)",271,25,3,885847876
343,499,5,scientist,55106,25,"Birdcage, The (1996)",343,25,2,876402814
264,175,5,educator,01720,25,"Birdcage, The (1996)",264,25,4,886124197
373,651,4,student,53703,25,"Birdcage, The (1996)",373,25,4,877100016
327,425,F,librarian,59717,25,"Birdcage, The (1996)",327,25,2,887746728
125,384,3,892838591,29379,25,"Birdcage, The (1996)",125,25,1,879454987
210,88,M,administrator,06779,25,"Birdcage, The (1996)",210,25,4,887730407
178,696,4,882824869,20685,25,"Birdcage, The (1996)",178,25,3,888514710
223,432,2,885852443,47906,25,"Birdcage, The (1996)",223,25,1,891549382
196,428,M,writer,94583,25,"Birdcage, The (1996)",196,25,4,881251955
382,1142,3,875945451,29205,25,"Birdcage, The (1996)",382,25,2,875945880
308,520,4,887738508,16509,25,"Birdcage, The (1996)",308,25,4,887740649
87,50,M,educator,84408,25,"Birdcage, The (1996)",87,25,4,879876811
181,1375,M,student,49931,25,"Birdcage, The (1996)",181,25,5,878962675
339,182,M,librarian,12180,25,"Birdcage, The (1996)",339,25,4,891035116
286,824,1,876522200,02136,25,"Birdcage, The (1996)",286,25,3,875807003
365,742,3,891304039,29210,25,"Birdcage, The (1996)",365,25,4,891303950
279,1312,F,other,06260,25,"Birdcage, The (1996)",279,25,5,875295736
194,23,F,educator,20784,25,"Birdcage, The (1996)",194,25,2,879540807
201,43,F,administrator,16803,25,"Birdcage, The (1996)",201,25,3,884114015
277,57,M,engineer,70808,25,"Birdcage, The (1996)",277,25,4,879543902
345,325,1,engineer,03052,25,"Birdcage, The (1996)",345,25,3,884991384
56,1092,3,892911573,95938,25,"Birdcage, The (1996)",56,25,4,892911166
393,303,4,artist,94533,25,"Birdcage, The (1996)",393,25,2,887744294
138,318,5,879024183,13820,26,"Brothers McMullen, The (1995)",138,26,5,879024232
224,1045,2,888082766,77840,26,"Brothers McMullen, The (1995)",224,26,3,888104153
18,18,M,student,97520,26,"Brothers McMullen, The (1995)",18,26,4,880129731
222,81,1,878183565,30329,26,"Brothers McMullen, The (1995)",222,26,3,878183043
43,40,F,librarian,02143,26,"Brothers McMullen, The (1995)",43,26,5,883954901
201,43,F,administrator,16803,26,"Brothers McMullen, The (1995)",201,26,4,884111927
299,86,4,student,77005,26,"Brothers McMullen, The (1995)",299,26,4,878192601
95,1018,M,programmer,30220,26,"Brothers McMullen, The (1995)",95,26,3,880571951
89,47,M,administrator,89503,26,"Brothers McMullen, The (1995)",89,26,3,879459909
361,197,5,879440739,01913,26,"Brothers McMullen, The (1995)",361,26,3,879440941
194,23,F,educator,20784,26,"Brothers McMullen, The (1995)",194,26,3,879522240
391,204,3,877399658,94702,26,"Brothers McMullen, The (1995)",391,26,5,877399745
345,325,1,engineer,03052,26,"Brothers McMullen, The (1995)",345,26,3,884993555
303,541,3,879543988,55106,26,"Brothers McMullen, The (1995)",303,26,4,879468307
401,196,5,programmer,94043,26,"Brothers McMullen, The (1995)",401,26,3,891033395
217,391,4,889070287,62901,27,"Bad Boys (1995)",217,27,1,889070011
1,190,F,other,37212,27,"Bad Boys (1995)",1,27,2,876892946
293,280,2,888905198,80525,27,"Bad Boys (1995)",293,27,3,888907753
16,482,5,877718872,80123,27,"Bad Boys (1995)",16,27,2,877726390
201,43,F,administrator,16803,27,"Bad Boys (1995)",201,27,3,884140891
13,783,3,886304188,V3N4P,27,"Bad Boys (1995)",13,27,3,882397833
262,393,2,879794140,15235,28,"Apollo 13 (1995)",262,28,3,879792220
314,1032,4,877891603,83814,28,"Apollo 13 (1995)",314,28,5,877888346
72,230,1,programmer,38115,28,"Apollo 13 (1995)",72,28,4,880036824
312,156,3,administrator,52241,28,"Apollo 13 (1995)",312,28,4,891698300
91,515,5,891439090,49938,28,"Apollo 13 (1995)",91,28,4,891439243
57,932,3,883697585,55013,28,"Apollo 13 (1995)",57,28,4,883698324
7,555,4,892134811,90703,28,"Apollo 13 (1995)",7,28,5,891352341
41,209,M,programmer,91919,28,"Apollo 13 (1995)",41,28,4,890687353
311,642,4,884365823,11217,28,"Apollo 13 (1995)",311,28,5,884365140
62,19,M,student,44106,28,"Apollo 13 (1995)",62,28,3,879375169
292,408,M,administrator,85202,28,"Apollo 13 (1995)",292,28,4,881105734
60,606,4,883327201,49705,28,"Apollo 13 (1995)",60,28,5,883326155
267,20,M,student,87501,28,"Apollo 13 (1995)",267,28,4,878972524
97,192,1,lawyer,20015,28,"Apollo 13 (1995)",97,28,5,884238778
142,358,2,888640178,98199,28,"Apollo 13 (1995)",142,28,4,888640404
207,875,M,administrator,97212,28,"Apollo 13 (1995)",207,28,4,877822162
73,34,M,student,60615,28,"Apollo 13 (1995)",73,28,3,888626468
94,55,4,student,78264,28,"Apollo 13 (1995)",94,28,4,885873159
6,189,M,student,27510,28,"Apollo 13 (1995)",6,28,2,883603013
83,471,3,891182000,61755,28,"Apollo 13 (1995)",83,28,4,880308284
243,16,M,doctor,53211,28,"Apollo 13 (1995)",243,28,4,879988215
42,118,4,881105505,22903,28,"Apollo 13 (1995)",42,28,5,881108187
125,384,3,892838591,29379,28,"Apollo 13 (1995)",125,28,4,879454385
291,384,4,875086562,63645,28,"Apollo 13 (1995)",291,28,4,875086920
339,182,M,librarian,12180,28,"Apollo 13 (1995)",339,28,4,891032542
